Rank,Name,Ticker,Industry,Sector,Returns,Volatility,P/E Ratio
254,Kirkland's Inc,KIRK,Specialty Retail,Consumer Cyclical,0.025233688091272514,2.2176765410642343,4.79
255,LGI Homes Inc,LGIH,Residential Construction,Consumer Cyclical,0.0252304304123476,1.818645610314962,10.46
256,Kearny Financial Corp,KRNY,Banks - Regional,Financial Services,0.025000027247837737,1.7034207880737284,10.91
257,Caterpillar Inc,CAT,Farm & Heavy Construction Machinery,Industrials,0.02494135953734049,2.0237474264307145,18.12
258,Insight Enterprises Inc,NSIT,Electronics & Computer Distribution,Technology,0.02480792726766588,1.6189002321024792,14.58
259,UFP Industries Inc,UFPI,Lumber & Wood Production,Basic Materials,0.02462461602436366,1.7515959422527851,7.43
260,GMS Inc,GMS,Building Products & Equipment,Industrials,0.024513080100891045,1.5220659931693963,6.84
261,Nordic American Tankers Ltd,NAT,Marine Shipping,Industrials,0.024509781005518465,1.6263351795238457,10.76
262,MGE Energy Inc,MGEE,Utilities - Diversified,Utilities,0.024475484134760857,1.8792368100684291,25.00
263,Amdocs Ltd,DOX,Software - Infrastructure,Technology,0.02443811621976569,1.8051416635204114,20.70
264,Rocky Brands Inc,RCKY,Footwear & Accessories,Consumer Cyclical,0.024390229937501093,1.8071122382282507,7.85
265,KT Corp,KT,Telecom Services,Communication Services,0.024279187209013706,1.4285973554243407,5.81
266,BankFinancial Corp,BFIN,Banks - Regional,Financial Services,0.024248301631911513,1.7799672488827285,13.76
267,Industrias Bachoco SAB de CV,IBA,Farm Products,Consumer Defensive,0.024218478492760855,1.5989239776503625,7.35
268,Titan Machinery Inc,TITN,Industrial Distribution,Industrials,0.0241090667537038,1.583422933340093,9.07
269,British American Tobacco PLC,BTI,Tobacco,Consumer Defensive,0.024077702494500912,2.017726305654424,13.16
270,IF Bancorp Inc,IROQ,Banks - Regional,Financial Services,0.024038462420187087,1.3808822760618298,9.46
271,M/I Homes Inc,MHO,Residential Construction,Consumer Cyclical,0.023858239921573775,1.8229513564938995,3.07
272,Regions Financial Corp,RF,Banks - Regional,Financial Services,0.02356267748252623,2.088801457709567,11.14
273,HarborOne Bancorp Inc,HONE,Banks - Regional,Financial Services,0.023542575724689204,1.393419162894584,13.83
274,Korea Electric Power Corp,KOP,Utilities - Regulated Electric,Utilities,0.02346809808835435,1.6139364314265923,12.12
275,EZCORP Inc,EZPW,Credit Services,Financial Services,0.023437514551915152,2.0620342404105068,12.71
276,Dillard's Inc,DDS,Department Stores,Consumer Cyclical,0.0234292575499774,2.0830894302020333,6.63
277,Waterstone Financial Inc,WSBF,Banks - Regional,Financial Services,0.023323593436006894,1.9657079764521,12.77
278,First Northwest Bancorp,FNWB,Banks - Regional,Financial Services,0.02328437960913377,1.5824564868999624,9.72
279,LXP Industrial Trust,LXP,REIT - Industrial,Real Estate,0.02325576237564589,1.7413118984846854,8.96
280,Netgear Inc,NTGR,Communication Equipment,Technology,0.023090535704884677,1.7827587846117825,13.91
281,Piper Sandler Cos,PIPR,Capital Markets,Financial Services,0.022966712465540325,1.3223567143251984,12.80
282,Pathfinder Bancorp Inc,PBHC,Banks - Regional,Financial Services,0.022950844686539563,1.4496422322243268,8.67
283,Crown Holdings Inc,CCK,Packaging & Containers,Consumer Cyclical,0.02290689664452034,2.0962393999966085,19.69
284,Sensus Healthcare Inc,SRTS,Medical Devices,Healthcare,0.022764205579614942,1.3899517924465055,5.71
285,MIND C.T.I. Ltd,MNDO,Software - Application,Technology,0.022727250560256557,1.4354487823801458,8.18
286,Mattel Inc,MAT,Leisure,Consumer Cyclical,0.022551138686495387,1.7302316587294984,11.92
287,Newtek Business Services Corp,NEWT,Asset Management,Financial Services,0.022471852321214375,1.3942911815803773,6.92
288,Escalade Inc,ESCA,Leisure,Consumer Cyclical,0.02238807457277894,1.6897091073223216,8.10
289,Choice Hotels International Inc,CHH,Lodging,Consumer Cyclical,0.02207229129373383,1.9080123866928687,20.45
290,Tubacex SA,TCX,Steel,Basic Materials,0.02206458147120096,1.5587285742792876,18.18
291,German American Bancorp Inc,GABC,Banks - Regional,Financial Services,0.022056730482075675,1.475332171690789,14.03
292,Hurco Companies Inc,HURC,Specialty Industrial Machinery,Industrials,0.021929825295224956,1.8755971850954423,22.08
293,State Bank of India,SID,Banks - Regional,Financial Services,0.02173916799284606,1.818978581495751,13.00
294,Tanger Factory Outlet Centers Inc,SKT,REIT - Retail,Real Estate,0.02170770732640873,1.98921848894992,24.69
295,Everi Holdings Inc,EVRI,Gambling,Consumer Cyclical,0.021650923834909037,1.884294928289153,8.46
296,ToughBuilt Industries Inc,TBLT,Tools & Accessories,Industrials,0.021582777773728107,1.2623126551848978,2.09
297,Primerica Inc,PRI,Insurance - Life,Financial Services,0.021551723429195684,1.872465518454548,20.58
298,Phoenix New Media Ltd,FENG,Internet Content & Information,Communication Services,0.021479749727639497,1.6507579246312205,0.95
299,Advanced Drainage Systems Inc,WMS,Building Products & Equipment,Industrials,0.02140074788844638,1.7261798480694557,15.63
300,Industrial Logistics Properties Trust,ILPT,REIT - Industrial,Real Estate,0.02132695959503464,1.6351469415507918,6.71
301,Gates Industrial Corp PLC,GTES,Specialty Industrial Machinery,Industrials,0.021194600524992283,1.903669378950406,18.25
302,Mid Penn Bancorp Inc,MPB,Banks - Regional,Financial Services,0.021156558077823052,1.3018355578490681,13.26
303,AIM ImmunoTech Inc,AIM,Biotechnology,Healthcare,0.020999662389959754,1.6464701660328667,1.59
304,TTM Technologies Inc,TTMI,Electronic Components,Technology,0.02091021819200009,1.4771827706294927,17.06
305,Pure Cycle Corp,PCYO,Utilities - Regulated Water,Utilities,0.020833312637276752,1.4563038084402946,23.81
306,BP PLC,BP,Oil & Gas Integrated,Energy,0.020728712858101413,1.873038515853383,13.59
307,Etablissements Maurel & Prom,ET,Oil & Gas E&P,Energy,0.020643604539327804,1.6512147879459582,3.39
308,First Guaranty Bancshares Inc,FGBI,Banks - Regional,Financial Services,0.020545387300191238,1.20260375403134,8.73
309,First of Long Island Corp,FLIC,Banks - Regional,Financial Services,0.02040816326530612,1.5193766738317276,9.28
310,Great Lakes Dredge & Dock Corp,GLDD,Engineering & Construction,Industrials,0.02040814340536656,1.407487483253069,18.59
311,Emerson Electric Co,EMR,Specialty Industrial Machinery,Industrials,0.020350115747262035,1.8235507390660453,18.12
312,Range Resources Corp,RRC,Oil & Gas E&P,Energy,0.020175499547915126,1.77651408626034,4.73
313,OpGen Inc,OPGN,Diagnostics & Research,Healthcare,0.020000033908420138,2.779658678110113,0.65
314,Poly Property Group Co Ltd,PHK,Real Estate - Development,Real Estate,0.019999980926513672,1.980450678864067,3.10
315,Perdoceo Education Corp,PRDO,Education & Training Services,Consumer Defensive,0.019900478156161368,1.2144790074557479,9.52
316,Casey's General Stores Inc,CASY,Specialty Retail,Consumer Cyclical,0.01982078484777049,1.8794701538655114,19.80
317,Heidrick & Struggles International Inc,HSII,Staffing & Employment Services,Industrials,0.019762845452493953,1.5065461844793693,7.45
318,Cannae Holdings Inc,CNNE,Restaurants,Consumer Cyclical,0.019740001847657854,2.3180912427424287,6.80
319,Caesarstone Ltd,CSTE,Building Products & Equipment,Industrials,0.01945525234073231,1.5376007259220625,17.01
320,America's Car-Mart Inc,CRMT,Auto & Truck Dealerships,Consumer Cyclical,0.019426443143047912,1.758518625810638,8.12
321,SWK Holdings Corp,SWKH,Asset Management,Financial Services,0.019230843295715505,1.9973332500615728,14.22
322,Liberty Global PLC,LBTYA,Telecom Services,Communication Services,0.019192585601739278,1.8843942101033768,1.79
323,Great Southern Bancorp Inc,GSBC,Banks - Regional,Financial Services,0.019073555887602327,1.818944357036123,11.09
324,Cango Inc,CANG,Auto & Truck Dealerships,Consumer Cyclical,0.01904760088239397,1.718052747251727,20.92
325,HireQuest Inc,HQI,Staffing & Employment Services,Industrials,0.01896545742411589,1.497174591297578,21.10
326,Atea ASA,MKL,Information Technology Services,Technology,0.018962864493737543,1.9882524322479769,15.38
327,Photronics Inc,PLAB,Semiconductor Equipment & Materials,Technology,0.01874995231628418,1.674327563730664,9.02
328,Clearway Energy Inc,CWEN,Utilities - Renewable,Utilities,0.01864800102970151,1.4207646427289247,6.72
329,John B Sanfilippo & Son Inc,SON,Packaged Foods,Consumer Defensive,0.018540033252255526,1.8154787978796518,16.47
330,Altria Group Inc,MO,Tobacco,Consumer Defensive,0.018538721360910917,2.1053573552805664,18.08
331,Security National Financial Corp,SNFCA,Mortgage Finance,Financial Services,0.01851854083959978,1.4369923278079608,16.08
332,GSE Systems Inc,GVP,Software - Application,Technology,0.018518500803374947,1.413334670257649,2.72
333,Nautilus Inc,NLS,Leisure,Consumer Cyclical,0.01851847055136266,1.7369644716192842,1.08
334,Ritchie Bros Auctioneers Inc,RBA,Specialty Business Services,Industrials,0.018379048978347252,1.8566518140717012,21.37
335,Lazydays Holdings Inc,LAZY,Auto & Truck Dealerships,Consumer Cyclical,0.01830661917644874,1.9672747436109224,3.89
336,OFG Bancorp,OFG,Banks - Regional,Financial Services,0.018248175436537464,1.9004130635210432,8.88
337,Huntington Ingalls Industries Inc,HII,Aerospace & Defense,Industrials,0.018081927230139065,1.9390301151022868,16.03
338,Hello Group Inc,MOMO,Internet Content & Information,Communication Services,0.01801325311723924,2.073234912175903,4.94
339,Jones Lang LaSalle Inc,JLL,Real Estate Services,Real Estate,0.018007930210114893,1.9094357282992287,9.47
340,Groupon Inc,GRPN,Internet Content & Information,Communication Services,0.01768166464690069,1.5733512587353358,6.83
341,ASOS PLC,ASC,Internet Retail,Consumer Cyclical,0.01764701394473805,1.6346548879813185,18.94
342,Consumer Portfolio Services Inc,CPSS,Credit Services,Financial Services,0.01754384252662341,1.709321136501254,2.59
343,Financial Institutions Inc,FISI,Banks - Regional,Financial Services,0.017515960225827534,1.3794124727843444,6.08
344,Delek US Holdings Inc,DK,Oil & Gas Refining & Marketing,Energy,0.0174968802404971,1.7128732122115604,6.07
345,Wolverine World Wide Inc,WWW,Footwear & Accessories,Consumer Cyclical,0.017280029296875,1.9095856220443947,6.23
346,American National Bankshares Inc,AMNB,Banks - Regional,Financial Services,0.017272689125754616,1.30817804742249,10.34
347,Coca-Cola Consolidated Inc,COKE,Beverages - Non-Alcoholic,Consumer Defensive,0.01727164234939395,1.9308117917619507,14.20
348,Bank of Marin Bancorp,BMRC,Banks - Regional,Financial Services,0.0172642147367474,1.474810418637938,11.99
349,SFL Corp Ltd,SFL,Marine Shipping,Industrials,0.017241379310344827,1.646218312249527,5.24
350,First United Corp,FUNC,Banks - Regional,Financial Services,0.01715688176541931,1.649909361710205,4.98
351,Getinge AB,GTN,Medical Devices,Healthcare,0.01702126036299036,2.0304752483536035,22.22
352,First Citizens BancShares Inc,FCNCA,Banks - Regional,Financial Services,0.01697997714424598,1.795358841975674,12.77
353,Lockheed Martin Corp,LMT,Aerospace & Defense,Industrials,0.01695500780298582,1.9528376836020267,21.74
354,Canterbury Park Holding Corp,CPHC,Gambling,Consumer Cyclical,0.01694915254237288,1.5447639959195114,10.73
355,Groupe Flo SA,FLO,Restaurants,Consumer Cyclical,0.016810491959888495,1.9781024117461934,9.20
356,Campbell Soup Co,CPB,Packaged Foods,Consumer Defensive,0.016715838251585846,1.8120633139871287,21.60
357,Unitil Corp,UTL,Utilities - Diversified,Utilities,0.016708987646447758,1.8344804166108795,20.08
358,Heartland Financial USA Inc,HTLF,Banks - Regional,Financial Services,0.016651277309580437,1.5814253562688991,10.28
359,Ark Restaurants Corp,ARKR,Restaurants,Consumer Cyclical,0.016644212633941266,1.7475773374602737,6.51
360,American Electric Power Co Inc,AEP,Utilities - Regulated Electric,Utilities,0.01654304866629581,2.0090381326051148,20.04
361,CF Bankshares Inc,CFBK,Banks - Regional,Financial Services,0.016528889660822124,1.6626101956403945,7.81
362,Greenlight Capital Re Ltd,GLRE,Insurance - Reinsurance,Financial Services,0.016501650580520142,1.5038386642302433,20.37
363,The GEO Group Inc,GEO,Security & Protection Services,Industrials,0.016490541365230826,1.8347560178807993,20.33
364,Titan International Inc,TWI,Farm & Heavy Construction Machinery,Industrials,0.016478797784729483,2.0438180732984548,6.53
365,First Business Financial Services Inc,FBIZ,Banks - Regional,Financial Services,0.016438359641307822,1.659759702994737,7.63
366,Toll Brothers Inc,TOL,Residential Construction,Consumer Cyclical,0.01641625417730084,1.8813704918018193,4.87
367,PC Connection Inc,CNXN,Electronics & Computer Distribution,Technology,0.016399027493319066,1.5666546630706821,13.44
368,Northfield Bancorp Inc,NFBK,Banks - Regional,Financial Services,0.01630089519226762,1.4863439344069531,11.71
369,National CineMedia Inc,NCMI,Advertising Agencies,Communication Services,0.016177264336455832,1.4466624652015827,14.71
370,B2Gold Corp,BTO,Gold,Basic Materials,0.01615018951103107,1.638752821011936,17.61
371,Avinger Inc,AVGR,Medical Instruments & Supplies,Healthcare,0.016129094281630476,3.472885803271882,0.10
372,M/I Homes Inc,MSA,Residential Construction,Consumer Cyclical,0.01611107720269113,1.9837862439056921,3.07
373,Shore Bancshares Inc,SHBI,Banks - Regional,Financial Services,0.016068518255737154,1.7002783350641197,14.16
374,Community Health Systems Inc,CYH,Medical Care Facilities,Healthcare,0.016054975385469787,1.9221639982361995,1.32
375,Gooch & Housego PLC,GPL,Electronic Components,Technology,0.015999984741210938,1.4206535899115413,24.63
376,Veradigm Inc,MDRX,Health Information Services,Healthcare,0.015999984741210938,1.7033577103691655,20.45
377,Encore Wire Corp,WIRE,Electrical Equipment & Parts,Industrials,0.015974440634983364,1.7449214629679826,3.87
378,H&R Block Inc,HR,Personal Services,Consumer Cyclical,0.015965186595934204,1.7834768697915087,12.02
379,Xerox Holdings Corp,XRX,Information Technology Services,Technology,0.015933462802243108,1.977445490687209,13.87
380,Wesbanco Inc,WSBC,Banks - Regional,Financial Services,0.015908114171550296,1.7072932927656725,12.35
381,Expeditors International of Washington Inc,WASH,Integrated Freight & Logistics,Industrials,0.01587297529226657,1.6151661847418002,11.39
382,Harmony Gold Mining Co Ltd,HMY,Gold,Basic Materials,0.015789458824326717,1.6572451358478741,15.11
383,James Hardie Industries PLC,JHX,Building Materials,Basic Materials,0.01578357893224816,1.3620916747799539,16.08
384,First Financial Bancorp,FFBC,Banks - Regional,Financial Services,0.015723270817481247,1.7166684520341453,12.03
385,DHT Holdings Inc,DHT,Oil & Gas Midstream,Energy,0.015665843966926555,1.923384578731438,16.95
386,BGC Partners Inc,BGCP,Capital Markets,Financial Services,0.015637881529761654,1.3578623356580293,12.53
387,Aareal Bank AG,ARL,Banks - Regional,Financial Services,0.015600683907987833,1.8349298635836717,19.96
388,Greif Inc,GEF,Packaging & Containers,Consumer Cyclical,0.015564171196848307,1.8259001299135607,10.67
389,Ambev SA,ABEV,Beverages - Brewers,Consumer Defensive,0.01540618145257023,1.3924013704949525,17.54
390,Utah Medical Products Inc,UTMD,Medical Instruments & Supplies,Healthcare,0.015399854931594452,1.6210077990308203,20.58
391,Leju Holdings Ltd,LEJU,Real Estate Services,Real Estate,0.0153846929764635,1.8162775878760422,10.72
392,Good Times Restaurants Inc,GTIM,Restaurants,Consumer Cyclical,0.015384600712702824,1.442910402728888,3.29
393,Dorian LPG Ltd,LPG,Oil & Gas Midstream,Energy,0.015256606509349646,1.8324255341356643,6.79
394,Blackstone Inc,BX,Asset Management,Financial Services,0.01525266793956595,1.6386419899249325,22.42
395,Tingyi,Cayman Islands,Packaged Foods,Consumer Defensive,0.015245114334821164,1.9397756905495,21.46
396,W.W. Grainger Inc,GWW,Industrial Distribution,Industrials,0.015082418929134428,2.0225800618683865,19.76
397,Hollysys Automation Technologies Ltd,HOLI,Electrical Equipment & Parts,Industrials,0.014932122986873386,1.7484697807138336,12.00
398,Insteel Industries Inc,IIIN,Metal Fabrication,Industrials,0.0148915830660533,2.1695798820214076,4.69
399,BRF SA,BRFS,Packaged Foods,Consumer Defensive,0.01485882679779476,1.7141689863573717,18.98
400,Qudian Inc,QD,Credit Services,Financial Services,0.014801095393276835,2.2284339260684245,2.84
401,Everspin Technologies Inc,MRAM,Semiconductors,Technology,0.014755863175345626,1.327131101364254,12.52
402,FVCBankcorp Inc,FVCB,Banks - Regional,Financial Services,0.014705882352941176,1.9758173154594831,10.55
403,Brookline Bancorp Inc,BRKL,Banks - Regional,Financial Services,0.014577259799462583,1.663177903340692,9.83
404,ALJ Regional Holdings Inc,ALJJ,Specialty Business Services,Industrials,0.014563093312173491,1.7682521124839747,1.04
405,Liberty Global PLC,LBTYK,Telecom Services,Communication Services,0.014551618148148386,1.733643884028971,1.85
406,SSP Group PLC,SSP,Restaurants,Consumer Cyclical,0.014551358677530485,2.230967182823769,23.70
407,Capital City Bank Group Inc,CCBG,Banks - Regional,Financial Services,0.014474250996201797,1.6132196179913378,15.50
408,Vodafone Group PLC,VOD,Telecom Services,Communication Services,0.014451879988847692,1.752176208153312,13.96
409,Horizon Bancorp,IN,Banks - Regional,Financial Services,0.014425266892899158,1.6653419118668422,7.31
410,Crestview Exploration Inc,CRS,Gold,Basic Materials,0.014327598410124561,2.1992011635658995,11.00
411,EnPro Industries Inc,NPO,Specialty Industrial Machinery,Industrials,0.014322781158444141,1.9538101366768315,13.09
412,Grand Canyon Education Inc,LOPE,Education & Training Services,Consumer Defensive,0.014264392586470543,1.7904697390020814,20.49
413,Avery Dennison Corp,AVY,Business Equipment & Supplies,Industrials,0.01414714570362778,1.7887946968565556,19.05
414,YPF SA,YPF,Oil & Gas Integrated,Energy,0.014132504956596665,2.021886686672535,2.81
415,Popular Inc,BPOP,Banks - Regional,Financial Services,0.014099816646280397,2.0897424455440072,4.96
